year,cumulative,revenue,rev_infl,title,lead_actor,director_name
2010,1.142551557,136000000,155387011.7,The Bounty Hunter,Gerard Butler,Andy Tennant
2003,1.362721798,135680000,184894093.5,The Jungle Book 2,Haley Joel Osment,Steve Trenbirth
2007,1.21592121,135560026,164830310.9,Stardust,Henry Cavill,Matthew Vaughn
2006,1.255146149,135330182,169859156.8,Babel,Brad Pitt,Alejandro G. Iñárritu
1995,1.653699331,135000000,223249409.7,Sense and Sensibility,Alan Rickman,Ang Lee
2010,1.142551557,134748021,153956561.2,Wall Street: Money Never Sleeps,Frank Langella,Oliver Stone
2013,1.067622291,134402450,143491051.6,Last Vegas,Robert De Niro,Jon Turteltaub
2014,1.052209187,133821816,140808544.3,Annie,Quvenzhané Wallis,Will Gluck
2015,1.035412488,133718711,138454023.3,Point Break,Ray Winstone,Ericson Core
2011,1.124115573,133432856,149993951.4,The Artist,Bérénice Bejo,Michel Hazanavicius
2015,1.035412488,133346506,138068637.5,The Big Short,Ryan Gosling,Adam McKay
1986,2.278768981,133000000,303076274.4,Star Trek IV: The Voyage Home,Leonard Nimoy,Leonard Nimoy
2008,1.182197002,132900000,157113981.5,Asterix at the Olympic Games,Alain Delon,Frédéric Forestier
2012,1.089714997,132820716,144736726.1,Zero Dark Thirty,Jennifer Ehle,Kathryn Bigelow
2003,1.362721798,132675402,180799662.3,Bringing Down the House,Angus T. Jones,Adam Shankman
2005,1.29773008,132511035,171963556.1,V for Vendetta,Natalie Portman,James McTeigue
2011,1.124115573,132274484,148691807.4,The Three Musketeers,Milla Jovovich,Paul W.S. Anderson
2006,1.255146149,132180323,165905623.4,Perfume: The Story of a Murderer,Michael Smiley,Tom Tykwer
2013,1.067622291,131940411,140862523.9,2 Guns,Denzel Washington,Baltasar Kormákur
1997,1.562764318,131457682,205437374.8,Seven Years in Tibet,Brad Pitt,Jean-Jacques Annaud
2003,1.362721798,131282949,178902136.3,School of Rock,Miranda Cosgrove,Richard Linklater
1998,1.527066244,131183530,200325940.5,Blade,Sanaa Lathan,Stephen Norrington
2011,1.124115573,130786397,147019025.6,Unknown,Liam Neeson,Jaume Collet-Serra
2012,1.089714997,130482868,142189138.1,Cloud Atlas,Tom Hanks,Tom Tykwer
2005,1.29773008,130358911,169170680,Munich,Ayelet Zurer,Steven Spielberg
2004,1.332473386,130293714,173612906.3,Man on Fire,Denzel Washington,Tony Scott
1996,1.608572132,129832389,208844762.7,Jingle All the Way,Jim Belushi,Brian Levant
2009,1.138489257,129540499,147480466.5,Julie & Julia,Meryl Streep,Nora Ephron
2004,1.332473386,129394835,172415173.9,Resident Evil: Apocalypse,Milla Jovovich,Alexander Witt
2007,1.21592121,129266061,157177345.4,Atonement,Benedict Cumberbatch,Joe Wright
2005,1.29773008,129181830,167643146.6,Cheaper by the Dozen 2,Taylor Lautner,Adam Shankman
2004,1.332473386,129042871,171946191.3,Mean Girls,Tina Fey,Mark Waters
2002,1.384334996,129000000,178579214.5,About a Boy,Sharon Small,Chris Weitz
2004,1.332473386,128905366,171762969.5,Blade: Trinity,Ryan Reynolds,David S. Goyer
2000,1.47152684,128884132,189656459.5,Space Cowboys,Clint Eastwood,Clint Eastwood
1999,1.503724247,128798265,193677074.1,The Talented Mr. Ripley,Philip Seymour Hoffman,Anthony Minghella
1996,1.608572132,128769345,207134779.8,The Nutty Professor,Jada Pinkett Smith,Tom Shadyac
1985,2.35956602,128499205,303202357.7,Out of Africa,Meryl Streep,Sydney Pollack
2006,1.255146149,128406887,161169409.7,Failure to Launch,Bradley Cooper,Tom Dey
2015,1.035412488,128388320,132934869.8,Pan,Hugh Jackman,Joe Wright
2008,1.182197002,128107642,151448470.3,Step Brothers,Will Ferrell,Adam McKay
2008,1.182197002,127906624,151210827.4,The Forbidden Kingdom,Jet Li,Rob Minkoff
2011,1.124115573,127869379,143739960.2,The Adjustment Bureau,Matt Damon,George Nolfi
2008,1.182197002,127814609,151102047.6,Red Cliff,Takeshi Kaneshiro,John Woo
2012,1.089714997,127730736,139190098.6,The Woman in Black,Daniel Radcliffe,James Watkins
2000,1.47152684,127666415,187864556.2,U-571,Matthew McConaughey,Jonathan Mostow
1995,1.653699331,127600435,211012754,First Knight,Julia Ormond,Jerry Zucker
2005,1.29773008,127392239,165320740.5,March of the Penguins,Morgan Freeman,Luc Jacquet
2009,1.138489257,126690726,144236030.6,Law Abiding Citizen,Gerard Butler,F. Gary Gray
2014,1.052209187,126546825,133153731.9,Lucy,Scarlett Johansson,Luc Besson
2010,1.142551557,126248813,144245777.8,Predators,Topher Grace,Nimród Antal
1997,1.562764318,126216940,197247330.2,L.A. Confidential,Kevin Spacey,Curtis Hanson
2014,1.052209187,126069509,132651495.6,Sex Tape,James Wilcox,Jake Kasdan
2013,1.067622291,126041322,134564525,This Is the End,Channing Tatum,Evan Goldberg
1981,2.974451411,125728258,373972594.4,Porky's,Art Hindle,Bob Clark
1997,1.562764318,125586134,196261529.1,I Know What You Did Last Summer,Muse Watson,Jim Gillespie
2013,1.067622291,125537191,134026303.5,Ender's Game,Harrison Ford,Gavin Hood
1982,2.695843644,125212904,337554411.4,First Blood,Sylvester Stallone,Ted Kotcheff
1964,8.003904761,124881062,999536126.7,Goldfinger,Honor Blackman,Guy Hamilton
2016,1.034185663,124827316,129094620.6,Ride Along 2,Olivia Munn,Tim Story
2004,1.332473386,124731534,166201449.5,Ray,Bokeem Woodbine,Taylor Hackford
2009,1.138489257,124596398,141851660.6,Coraline,Jennifer Saunders,Henry Selick
1999,1.503724247,124305181,186920714.7,The Thomas Crown Affair,Mark Margolis,John McTiernan
2011,1.124115573,124272124,139696229.9,The Help,Emma Stone,Tate Taylor
2002,1.384334996,123729176,171282628.4,The Time Machine,Mark Addy,Simon Wells
2014,1.052209187,123726688,130186357.8,The Theory of Everything,Eddie Redmayne,James Marsh
2014,1.052209187,123494610,129942163.2,Blended,Bella Thorne,Frank Coraci
2006,1.255146149,123384128,154865113.1,The Queen,Roger Allam,Stephen Frears
2000,1.47152684,123307945,181450950.6,Nutty Professor II: The Klumps,Larry Miller,Peter Segal
2003,1.362721798,122919055,167504475.6,Big Fish,Steve Buscemi,Tim Burton
2013,1.067622291,122915111,131226912.4,Escape Plan,Sylvester Stallone,Mikael Håfström
2005,1.29773008,122644820,159159872.1,Hide and Seek,Robert De Niro,John Polson
2002,1.384334996,122563539,169668996.3,Spirit: Stallion of the Cimarron,Matt Damon,Kelly Asbury
2015,1.035412488,122513057,126851549.2,Magic Mike XXL,Matt Bomer,Gregory Jacobs
2005,1.29773008,122489822,158958726.5,Nanny McPhee,Colin Firth,Kirk Jones
2009,1.138489257,122444772,139402057.5,Surrogates,Bruce Willis,Jonathan Mostow
2009,1.138489257,122233971,139162062.9,Invictus,Matt Damon,Clint Eastwood
1982,2.695843644,122200000,329432093.3,Poltergeist,Heather O'Rourke,Tobe Hooper
1995,1.653699331,122195920,202075311.2,Mortal Kombat,Christopher Lambert,Paul W.S. Anderson
2013,1.067622291,122126687,130385173.4,Prisoners,Hugh Jackman,Denis Villeneuve
1996,1.608572132,121969216,196196281.8,Executive Decision,Oliver Platt,Stuart Baird
1992,1.799813376,121697323,219032469.7,Wayne's World,Tia Carrere,Penelope Spheeris
2015,1.035412488,121545703,125849938.8,Dragon Blade,Si Won Choi,Daniel Lee
2007,1.21592121,121463226,147689712.8,Superbad,Emma Stone,Greg Mottola
1997,1.562764318,121214377,189429503.2,Starship Troopers,Jake Busey,Paul Verhoeven
2005,1.29773008,121147947,157217335,Pride & Prejudice,Talulah Riley,Joe Wright
2006,1.255146149,120455994,151189877,Eight Below,Paul Walker,Frank Marshall
2006,1.255146149,120175290,150837552.4,Apocalypto,Rudy Youngblood,Mel Gibson
2011,1.124115573,120081841,134985867.5,We Bought a Zoo,Scarlett Johansson,Cameron Crowe
2002,1.384334996,120072577,166220670.4,The Pianist,Emilia Fox,Roman Polanski
1994,1.696818575,120000000,203618229,Star Trek: Generations,LeVar Burton,David Carson
2003,1.362721798,119940815,163445963,Intolerable Cruelty,Cedric the Entertainer,Joel Coen
2012,1.089714997,119772232,130517597.4,Parental Guidance,Bailee Madison,Andy Fickman
2000,1.47152684,119754278,176221634.3,Road Trip,Ethan Suplee,Todd Phillips
2003,1.362721798,119723856,163150308.3,Lost in Translation,Scarlett Johansson,Sofia Coppola
1974,5.520711336,119500000,659725004.6,Blazing Saddles,Madeline Kahn,Mel Brooks
2005,1.29773008,119269486,154779599.6,Sahara,Matthew McConaughey,Breck Eisner
1994,1.696818575,119208989,202276026.9,Beverly Hills Cop III,Louis Lombardi,John Landis
1976,4.554715082,119188334,542868902.5,The Omen,Lee Remick,Richard Donner
2002,1.384334996,119137784,164926603.8,Unfaithful,Olivier Martinez,Adrian Lyne
2004,1.332473386,119114517,158716923.8,Fahrenheit 9/11,Osama bin Laden,Michael Moore
2016,1.034185663,119100758,123172296.4,The Shallows,Óscar Jaenada,Jaume Collet-Serra
2007,1.21592121,119000410,144695122.6,Charlie Wilson's War,Philip Seymour Hoffman,Mike Nichols
1999,1.503724247,118880016,178762762.6,Message in a Bottle,Robin Wright,Luis Mandoki
2016,1.034185663,118587880,122641885.3,The Purge: Election Year,Frank Grillo,James DeMonaco
1997,1.562764318,118063304,184505118.8,The Saint,Alun Armstrong,Phillip Noyce
1998,1.527066244,118000000,180193816.8,Star Trek: Insurrection,LeVar Burton,Jonathan Frakes
2014,1.052209187,117831631,123983524.7,Pompeii,Sasha Roiz,Paul W.S. Anderson
2007,1.21592121,117760134,143187044.7,Disturbia,Sarah Roemer,D.J. Caruso
1999,1.503724247,117758500,177076311.8,Blue Streak,Peter Greene,Les Mayfield
2006,1.255146149,117719158,147754747.8,Final Destination 3,Chelan Simmons,James Wong
2013,1.067622291,117698894,125657962.9,Now You See Me,Morgan Freeman,Louis Leterrier
1994,1.696818575,117615211,199571674.7,The Client,Bradley Whitford,Joel Schumacher
2001,1.423458672,117487473,167238562.3,A Knight's Tale,Heath Ledger,Brian Helgeland
1976,4.554715082,117235147,533972692.2,Rocky,Sylvester Stallone,John G. Avildsen
2010,1.142551557,117224271,133934773.3,Jackass 3D,Bam Margera,Jeff Tremaine
2005,1.29773008,117195061,152087555.9,Corpse Bride,Johnny Depp,Tim Burton
2011,1.124115573,117000000,131521522,Horrible Bosses,Kevin Spacey,Seth Gordon
2013,1.067622291,116980662,124891162.4,Warm Bodies,Cory Hardrict,Jonathan Levine
2004,1.332473386,116766556,155588328.3,Finding Neverland,Johnny Depp,Marc Forster
1993,1.746902839,116700000,203863561.3,The Piano,Holly Hunter,Jane Campion
1998,1.527066244,116672912,178167265.6,The Siege,Denzel Washington,Edward Zwick
2003,1.362721798,116643346,158952430.1,S.W.A.T.,Jeremy Renner,Clark Johnson
1996,1.608572132,116400000,187237796.1,The First Wives Club,Stockard Channing,Hugh Wilson
1995,1.653699331,116112375,192014956.9,Casino,Robert De Niro,Martin Scorsese
1971,6.313447091,116019547,732483271.5,Diamonds Are Forever,Desmond Llewelyn,Guy Hamilton
2004,1.332473386,115772733,154264085.6,The Chronicles of Riddick,Vin Diesel,David Twohy
1984,2.461039993,115664037,284653820.8,A Nightmare on Elm Street,Johnny Depp,Wes Craven
2004,1.332473386,115603229,154038226,The Notebook,Ryan Gosling,Nick Cassavetes
2004,1.332473386,115505027,153907374.5,Closer,Natalie Portman,Mike Nichols
2012,1.089714997,115350426,125699089.1,Pitch Perfect,Anna Kendrick,Jason Moore
1996,1.608572132,115267375,185415887.1,DragonHeart,Dennis Quaid,Rob Cohen
1980,3.37746584,115229890,389185017.2,The Blues Brothers,John Belushi,John Landis
1995,1.653699331,115101622,190343475.3,Get Shorty,Delroy Lindo,Barry Sonnenfeld
2010,1.142551557,114977104,131367269.2,Dear John,Channing Tatum,Lasse Hallström
2011,1.124115573,114956699,129224615.6,The Iron Lady,Meryl Streep,Phyllida Lloyd
2003,1.362721798,114908830,156588767.4,Freddy vs. Jason,Katharine Isabelle,Ronny Yu
2006,1.255146149,114830111,144128571.6,The Lake House,Keanu Reeves,Alejandro Agresti
2009,1.138489257,114663461,130543118.6,Bride Wars,Anne Hathaway,Gary Winick
2002,1.384334996,114660784,158728936,We Were Soldiers,Jon Hamm,Randall Wallace
2012,1.089714997,114281051,124533775.2,Hope Springs,Meryl Streep,David Frankel
2006,1.255146149,114194847,143331222.4,Step Up,Channing Tatum,Anne Fletcher
2014,1.052209187,114178613,120139785.6,Seventh Son,Jeff Bridges,Sergey Bodrov
2011,1.124115573,114156230,128324795.9,Water for Elephants,Robert Pattinson,Francis Lawrence
2000,1.47152684,113916474,167631149,Coyote Ugly,Adam Garcia,David McNally
2008,1.182197002,113857533,134602034.1,Saw V,Julie Benz,David Hackl
2002,1.384334996,113714830,157419418.8,Insomnia,Al Pacino,Christopher Nolan
1995,1.653699331,113374103,187486678.3,Species,Natasha Henstridge,Roger Donaldson
1996,1.608572132,113309743,182266894.8,Striptease,Demi Moore,Andrew Bergman
2008,1.182197002,113280098,133919392.2,Body of Lies,Leonardo DiCaprio,Ridley Scott
2004,1.332473386,113086475,150684718.3,White Chicks,Busy Philipps,Keenen Ivory Wayans
2008,1.182197002,113020255,133612206.6,Changeling,Angelina Jolie Pitt,Clint Eastwood
2008,1.182197002,113019290,133611065.8,The Reader,Kate Winslet,Stephen Daldry
2005,1.29773008,113006880,146652427.5,The Pacifier,Vin Diesel,Adam Shankman
2013,1.067622291,112544580,120155102.4,Saving Mr. Banks,Tom Hanks,John Lee Hancock
2016,1.034185663,112343513,116184050.5,How to Be Single,Alison Brie,Christian Ditter
2012,1.089714997,112265139,122337005.6,Abraham Lincoln: Vampire Hunter,Rufus Sewell,Timur Bekmambetov
1965,7.902834497,111858363,883998129.9,Doctor Zhivago,Julie Christie,David Lean
2015,1.035412488,111811453,115770974.7,Get Hard,Will Ferrell,Etan Cohen
1967,7.551822849,111584787,842668544.1,You Only Live Twice,Donald Pleasence,Lewis Gilbert
2006,1.255146149,111340801,139748977.6,Underworld: Evolution,Sophia Myles,Len Wiseman
2008,1.182197002,111231041,131497003.2,Fool's Gold,Matthew McConaughey,Andy Tennant
1989,2.072746811,110879513,229825157,Sea of Love,Al Pacino,Harold Becker
2005,1.29773008,110803676,143793263.4,The Dukes of Hazzard,Alice Greczyn,Jay Chandrasekhar
1995,1.653699331,110627965,182945391.7,The Net,Ken Howard,Irwin Winkler
2003,1.362721798,110230332,150213276.2,Freaky Friday,Jamie Lee Curtis,Mark Waters
2011,1.124115573,110206216,123884523.7,Moneyball,Philip Seymour Hoffman,Bennett Miller
2000,1.47152684,110000000,161867952.4,Billy Elliot,Julie Walters,Stephen Daldry
2013,1.067622291,110000000,117438452,Free Birds,Amy Poehler,Jimmy Hayward
2016,1.034185663,109906372,113663594.2,The 5th Wave,Chloë Grace Moretz,J Blakeson
2002,1.384334996,109862682,152086755.5,Return to Never Land,Roger Rees,Robin Budd
2006,1.255146149,109676311,137659799.4,The Prestige,Christian Bale,Christopher Nolan
2002,1.384334996,109578115,151692819.4,Treasure Planet,Joseph Gordon-Levitt,Ron Clements
2004,1.332473386,109502303,145908904.5,Sideways,Virginia Madsen,Alexander Payne
1997,1.562764318,109423648,171003372.7,The Game,Deborah Kara Unger,David Fincher
1998,1.527066244,109000000,166450220.6,Earth,Nandita Das,Deepa Mehta
1975,4.971159371,108981275,541763286.5,One Flew Over the Cuckoo's Nest,Scatman Crothers,Milos Forman
2014,1.052209187,108782847,114462311,The Purge: Anarchy,Noel Gugliemi,James DeMonaco
2016,1.034185663,108758521,112476503.2,Neighbors 2: Sorority Rising,Chloë Grace Moretz,Nicholas Stoller
2011,1.124115573,108609310,122089416.7,Sanctum,Ioan Gruffudd,Alister Grierson
2005,1.29773008,108539911,140855507.4,Cinderella Man,Paddy Considine,Ron Howard
2016,1.034185663,108286421,111988264.1,10 Cloverfield Lane,Bradley Cooper,Dan Trachtenberg
2014,1.052209187,108255770,113907715.8,The Boxtrolls,Isaac Hempstead Wright,Graham Annable
2015,1.035412488,108145109,111974796.4,The Man from U.N.C.L.E.,Henry Cavill,Guy Ritchie
2004,1.332473386,108103450,144044970.1,Hidalgo,J.K. Simmons,Joe Johnston
2005,1.29773008,108047131,140216012,The Amityville Horror,Jimmy Bennett,Andrew Douglas
1999,1.503724247,108000000,162402218.7,Three Kings,Judy Greer,David O. Russell
2006,1.255146149,107944236,135485792.1,Arthur and the Invisibles,Mia Farrow,Luc Besson
1995,1.653699331,107879496,178400250.4,The American President,Shawna Waldron,Rob Reiner
2014,1.052209187,107670357,113291738.8,Horrible Bosses 2,Kevin Spacey,Sean Anders
2015,1.035412488,107597242,111407528,Paul Blart: Mall Cop 2,D.B. Woodside,Andy Fickman
1992,1.799813376,107458785,193405758.6,A League of Their Own,Tom Hanks,Penny Marshall
1994,1.696818575,107217396,181928469.1,Ace Ventura: Pet Detective,Sean Young,Tom Shadyac
2000,1.47152684,107196498,157742523.9,Shaft,Christian Bale,John Singleton
2012,1.089714997,107139399,116751409.9,ParaNorman,Anna Kendrick,Chris Butler
2000,1.47152684,106371651,156528739.4,The Whole Nine Yards,Bruce Willis,Jonathan Lynn
2009,1.138489257,106303988,121025948.4,Race to Witch Mountain,Dwayne Johnson,Andy Fickman
1995,1.653699331,106269971,175738579.9,Mr. Holland's Opus,Alicia Witt,Stephen Herek
2002,1.384334996,105834556,146510479.7,About Schmidt,Hope Davis,Alexander Payne
2005,1.29773008,105316267,136672087.6,The Brothers Grimm,Matt Damon,Terry Gilliam
2013,1.067622291,105200903,112314829.1,Gangster Squad,Ryan Gosling,Ruben Fleischer
2010,1.142551557,105197635,120193721.6,Hereafter,Matt Damon,Clint Eastwood
2001,1.423458672,105178561,149717334.8,Along Came a Spider,Morgan Freeman,Lee Tamahori
2008,1.182197002,105173115,124335341.2,Forgetting Sarah Marshall,Mila Kunis,Nicholas Stoller
2009,1.138489257,104945765,119479626.1,Planet 51,Dwayne Johnson,Jorge Blanco
1979,3.757581758,104931801,394289821.2,Alien,Tom Skerritt,Ridley Scott
2012,1.089714997,104907746,114319544.1,The Campaign,Will Ferrell,Jay Roach
2001,1.423458672,104876233,149286983.4,Training Day,Denzel Washington,Antoine Fuqua
2005,1.29773008,104478416,135584783.2,The Hitchhiker's Guide to the Galaxy,Zooey Deschanel,Garth Jennings
2015,1.035412488,104399548,108096595.7,Chappie,Hugh Jackman,Neill Blomkamp
2015,1.035412488,104384188,108080691.8,Vacation,Chris Hemsworth,John Francis Daley
2011,1.124115573,104345682,117296606.1,The Girl with the Dragon Tattoo,Robin Wright,David Fincher
1995,1.653699331,104324083,172520666.3,Under Siege 2: Dark Territory,Peter Greene,Geoff Murphy
2015,1.035412488,104303851,107997509.9,Insidious: Chapter 3,Lin Shaye,Leigh Whannell
2000,1.47152684,104155843,153268118.5,The Cell,Dylan Baker,Tarsem Singh
2004,1.332473386,103951461,138512555.2,Home on the Range,Steve Buscemi,Will Finn
2004,1.332473386,103911669,138459533.5,Saw,Michael Emerson,James Wan
1998,1.527066244,103891409,158649063.8,Snake Eyes,Nicolas Cage,Brian De Palma
1990,1.977302366,103738726,205122828.4,Dick Tracy,Charlie Korsmo,Warren Beatty
2014,1.052209187,103590271,108998634.9,Ouija,Lin Shaye,Stiles White
1999,1.503724247,103166989,155134702.9,She's All That,Paul Walker,Robert Iscove
2014,1.052209187,103039258,108418853.9,Transcendence,Johnny Depp,Wally Pfister
2002,1.384334996,102984862,142565548.6,Resident Evil,Milla Jovovich,Paul W.S. Anderson
2005,1.29773008,102854431,133477289,Just Like Heaven,Jon Heder,Mark Waters
1996,1.608572132,102825796,165402709.9,The Cable Guy,Matthew Broderick,Ben Stiller
